sample_id,video_id,split,label,timestamp_sec,source_frame_index,frame_width,frame_height,yunet_bbox_x1,yunet_bbox_y1,yunet_bbox_x2,yunet_bbox_y2,yunet_bbox_width,yunet_bbox_height,yunet_bbox_aspect_ratio,raw_crop_width,raw_crop_height,raw_distortion_ratio,raw_padding_left,raw_padding_top,raw_padding_right,raw_padding_bottom,raw_padding_fraction,raw_padding_required,raw_face_area_fraction,square0_x1,square0_y1,square0_x2,square0_y2,square0_side,square0_padding_left,square0_padding_top,square0_padding_right,square0_padding_bottom,square0_padding_fraction,square0_padding_required,square0_face_area_fraction,square0_face_width_fraction,square0_face_height_fraction,square10_x1,square10_y1,square10_x2,square10_y2,square10_side,square10_padding_left,square10_padding_top,square10_padding_right,square10_padding_bottom,square10_padding_fraction,square10_padding_required,square10_face_area_fraction,square10_face_width_fraction,square10_face_height_fraction,square20_x1,square20_y1,square20_x2,square20_y2,square20_side,square20_padding_left,square20_padding_top,square20_padding_right,square20_padding_bottom,square20_padding_fraction,square20_padding_required,square20_face_area_fraction,square20_face_width_fraction,square20_face_height_fraction
val_d_280_t7p0,d_280,val,drowsy,7.0,210,720,1280,313,591,485,826,172,235,0.7319148936170212,172,235,1.3662790697674418,0,0,0,0,0.0,False,1.0,281,591,516,826,235,0,0,0,0,0.0,False,0.7319148936170212,0.7319148936170212,1.0,258,567,540,849,282,0,0,0,0,0.0,False,0.508274231678487,0.6099290780141844,0.8333333333333334,234,544,563,873,329,0,0,0,0,0.0,False,0.3734259661311333,0.5227963525835866,0.7142857142857143
val_n_1002_t7p0,n_1002,val,not_drowsy,7.0,209,720,1280,284,567,495,871,211,304,0.694078947368421,211,304,1.4407582938388626,0,0,0,0,0.0,False,1.0,237,567,541,871,304,0,0,0,0,0.0,False,0.694078947368421,0.694078947368421,1.0,207,536,572,901,365,0,0,0,0,0.0,False,0.4814711953462188,0.5780821917808219,0.8328767123287671,176,506,602,932,426,0,0,0,0,0.0,False,0.35345720646256257,0.4953051643192488,0.7136150234741784
train_d_936_t9p0,d_936,train,drowsy,9.0,269,720,1280,287,557,503,870,216,313,0.6900958466453674,216,313,1.4490740740740742,0,0,0,0,0.0,False,1.0,238,557,551,870,313,0,0,0,0,0.0,False,0.6900958466453674,0.6900958466453674,1.0,207,525,583,901,376,0,0,0,0,0.0,False,0.47821412403802627,0.574468085106383,0.8324468085106383,175,494,614,933,439,0,0,0,0,0.0,False,0.3508076442110616,0.4920273348519362,0.7129840546697038
train_n_474_t9p0,n_474,train,not_drowsy,9.0,225,720,1280,245,386,454,708,209,322,0.6490683229813664,209,322,1.5406698564593302,0,0,0,0,0.0,False,1.0,188,386,510,708,322,0,0,0,0,0.0,False,0.6490683229813664,0.6490683229813664,1.0,156,353,543,740,387,0,0,0,0,0.0,False,0.44934532513403974,0.5400516795865633,0.8320413436692506,124,321,575,772,451,0,0,0,0,0.0,False,0.33086366340381806,0.4634146341463415,0.7139689578713969
val_d_280_t9p0,d_280,val,drowsy,9.0,270,720,1280,329,591,509,834,180,243,0.7407407407407407,180,243,1.35,0,0,0,0,0.0,False,1.0,297,591,540,834,243,0,0,0,0,0.0,False,0.7407407407407407,0.7407407407407407,1.0,273,566,565,858,292,0,0,0,0,0.0,False,0.512994933383374,0.6164383561643836,0.8321917808219178,248,542,589,883,341,0,0,0,0,0.0,False,0.37615775578125404,0.5278592375366569,0.7126099706744868
val_n_1002_t9p0,n_1002,val,not_drowsy,9.0,269,720,1280,260,569,479,872,219,303,0.7227722772277227,219,303,1.3835616438356164,0,0,0,0,0.0,False,1.0,218,569,521,872,303,0,0,0,0,0.0,False,0.7227722772277227,0.7227722772277227,1.0,187,538,551,902,364,0,0,0,0,0.0,False,0.5008226663446443,0.6016483516483516,0.8324175824175825,157,508,582,933,425,0,0,0,0,0.0,False,0.3673743944636678,0.5152941176470588,0.7129411764705882
train_d_488_t3p0,d_488,train,drowsy,3.0,75,720,1280,267,318,477,633,210,315,0.6666666666666666,210,315,1.5,0,0,0,0,0.0,False,1.0,214,318,529,633,315,0,0,0,0,0.0,False,0.6666666666666666,0.6666666666666666,1.0,183,286,561,664,378,0,0,0,0,0.0,False,0.46296296296296297,0.5555555555555556,0.8333333333333334,151,255,592,696,441,0,0,0,0,0.0,False,0.3401360544217687,0.47619047619047616,0.7142857142857143
train_n_278_t3p0,n_278,train,not_drowsy,3.0,90,720,1280,263,596,444,857,181,261,0.6934865900383141,181,261,1.441988950276243,0,0,0,0,0.0,False,1.0,223,596,484,857,261,0,0,0,0,0.0,False,0.6934865900383141,0.6934865900383141,1.0,196,569,510,883,314,0,0,0,0,0.0,False,0.4791370846687492,0.5764331210191083,0.8312101910828026,170,543,536,909,366,0,0,0,0,0.0,False,0.3526605751142166,0.49453551912568305,0.7131147540983607
val_d_682_t3p0,d_682,val,drowsy,3.0,90,720,1280,312,464,498,751,186,287,0.6480836236933798,186,287,1.543010752688172,0,0,0,0,0.0,False,1.0,261,464,548,751,287,0,0,0,0,0.0,False,0.6480836236933798,0.6480836236933798,1.0,232,435,577,780,345,0,0,0,0,0.0,False,0.4484940138626339,0.5391304347826087,0.8318840579710145,204,406,606,808,402,0,0,0,0,0.0,False,0.3303259820301478,0.4626865671641791,0.7139303482587065
val_n_378_t3p0,n_378,val,not_drowsy,3.0,90,720,1280,210,271,475,668,265,397,0.6675062972292192,265,397,1.4981132075471697,0,0,0,0,0.0,False,1.0,144,271,541,668,397,0,0,0,0,0.0,False,0.6675062972292192,0.6675062972292192,1.0,104,231,581,708,477,0,0,0,0,0.0,False,0.462380619613324,0.5555555555555556,0.8322851153039832,64,191,620,747,556,0,0,0,0,0.0,False,0.34031947104187155,0.4766187050359712,0.7140287769784173
train_d_488_t5p0,d_488,train,drowsy,5.0,125,720,1280,259,318,469,635,210,317,0.6624605678233438,210,317,1.5095238095238095,0,0,0,0,0.0,False,1.0,205,318,522,635,317,0,0,0,0,0.0,False,0.6624605678233438,0.6624605678233438,1.0,173,286,554,667,381,0,0,0,0,0.0,False,0.4585942505218344,0.5511811023622047,0.8320209973753281,142,254,586,698,444,0,0,0,0,0.0,False,0.3376856586316046,0.47297297297297297,0.713963963963964
train_n_278_t5p0,n_278,train,not_drowsy,5.0,150,720,1280,255,607,444,846,189,239,0.7907949790794979,189,239,1.2645502645502646,0,0,0,0,0.0,False,1.0,230,607,469,846,239,0,0,0,0,0.0,False,0.7907949790794979,0.7907949790794979,1.0,206,583,493,870,287,0,0,0,0,0.0,False,0.5483980623778363,0.6585365853658537,0.8327526132404182,182,559,517,894,335,0,0,0,0,0.0,False,0.402503898418356,0.564179104477612,0.7134328358208956
val_d_682_t5p0,d_682,val,drowsy,5.0,150,720,1280,307,451,487,735,180,284,0.6338028169014085,180,284,1.5777777777777777,0,0,0,0,0.0,False,1.0,255,451,539,735,284,0,0,0,0,0.0,False,0.6338028169014085,0.6338028169014085,1.0,226,422,567,763,341,0,0,0,0,0.0,False,0.439624702229943,0.5278592375366569,0.8328445747800587,198,394,596,792,398,0,0,0,0,0.0,False,0.3227191232544633,0.45226130653266333,0.7135678391959799
val_n_378_t5p0,n_378,val,not_drowsy,5.0,150,720,1280,208,274,480,683,272,409,0.6650366748166259,272,409,1.5036764705882353,0,0,0,0,0.0,False,1.0,139,274,548,683,409,0,0,0,0,0.0,False,0.6650366748166259,0.6650366748166259,1.0,98,233,589,724,491,0,0,0,0,0.0,False,0.4614548637180035,0.5539714867617108,0.8329938900203666,57,192,630,765,573,0,0,0,0,0.0,False,0.33883086781856003,0.47469458987783597,0.7137870855148342
train_d_488_t7p0,d_488,train,drowsy,7.0,175,720,1280,256,322,467,648,211,326,0.647239263803681,211,326,1.5450236966824644,0,0,0,0,0.0,False,1.0,198,322,524,648,326,0,0,0,0,0.0,False,0.647239263803681,0.647239263803681,1.0,165,289,557,681,392,0,0,0,0,0.0,False,0.4476390045814244,0.5382653061224489,0.8316326530612245,133,256,590,713,457,0,0,0,0,0.0,False,0.3293575741325072,0.4617067833698031,0.7133479212253829
train_n_278_t7p0,n_278,train,not_drowsy,7.0,210,720,1280,258,610,447,862,189,252,0.75,189,252,1.3333333333333333,0,0,0,0,0.0,False,1.0,226,610,478,862,252,0,0,0,0,0.0,False,0.75,0.75,1.0,201,584,504,887,303,0,0,0,0,0.0,False,0.5187726693461425,0.6237623762376238,0.8316831683168316,176,559,529,912,353,0,0,0,0,0.0,False,0.382219582855171,0.5354107648725213,0.7138810198300283
val_d_682_t7p0,d_682,val,drowsy,7.0,210,720,1280,303,453,488,737,185,284,0.6514084507042254,185,284,1.5351351351351352,0,0,0,0,0.0,False,1.0,253,453,537,737,284,0,0,0,0,0.0,False,0.6514084507042254,0.6514084507042254,1.0,225,424,566,765,341,0,0,0,0,0.0,False,0.4518364995141081,0.5425219941348973,0.8328445747800587,196,396,594,794,398,0,0,0,0,0.0,False,0.33168354334486505,0.4648241206030151,0.7135678391959799
val_n_378_t7p0,n_378,val,not_drowsy,7.0,210,720,1280,228,284,502,675,274,391,0.7007672634271099,274,391,1.427007299270073,0,0,0,0,0.0,False,1.0,169,284,560,675,391,0,0,0,0,0.0,False,0.7007672634271099,0.7007672634271099,1.0,130,244,600,714,470,0,0,0,0,0.0,False,0.4849886826618379,0.5829787234042553,0.8319148936170213,91,205,639,753,548,0,0,0,0,0.0,False,0.35675182481751827,0.5,0.7135036496350365
train_d_488_t9p0,d_488,train,drowsy,9.0,225,720,1280,256,315,465,639,209,324,0.6450617283950617,209,324,1.5502392344497609,0,0,0,0,0.0,False,1.0,198,315,522,639,324,0,0,0,0,0.0,False,0.6450617283950617,0.6450617283950617,1.0,166,282,555,671,389,0,0,0,0,0.0,False,0.4474990252509566,0.5372750642673522,0.8329048843187661,133,250,587,704,454,0,0,0,0,0.0,False,0.32853344718508026,0.460352422907489,0.7136563876651982
train_n_278_t9p0,n_278,train,not_drowsy,9.0,270,720,1280,292,616,481,874,189,258,0.7325581395348837,189,258,1.3650793650793651,0,0,0,0,0.0,False,1.0,257,616,515,874,258,0,0,0,0,0.0,False,0.7325581395348837,0.7325581395348837,1.0,231,590,541,900,310,0,0,0,0,0.0,False,0.5074089490114464,0.6096774193548387,0.832258064516129,205,564,567,926,362,0,0,0,0,0.0,False,0.37210402612862853,0.5220994475138122,0.712707182320442
val_d_682_t9p0,d_682,val,drowsy,9.0,270,720,1280,291,436,485,721,194,285,0.6807017543859649,194,285,1.4690721649484537,0,0,0,0,0.0,False,1.0,245,436,530,721,285,0,0,0,0,0.0,False,0.6807017543859649,0.6807017543859649,1.0,217,407,559,749,342,0,0,0,0,0.0,False,0.4727095516569201,0.5672514619883041,0.8333333333333334,188,379,587,778,399,0,0,0,0,0.0,False,0.347296813462227,0.48621553884711777,0.7142857142857143
val_n_378_t9p0,n_378,val,not_drowsy,9.0,270,720,1280,208,245,478,616,270,371,0.7277628032345014,270,371,1.374074074074074,0,0,0,0,0.0,False,1.0,157,245,528,616,371,0,0,0,0,0.0,False,0.7277628032345014,0.7277628032345014,1.0,120,207,566,653,446,0,0,0,0,0.0,False,0.5035794003498965,0.6053811659192825,0.8318385650224215,83,170,603,690,520,0,0,0,0,0.0,False,0.37045118343195266,0.5192307692307693,0.7134615384615385
train_d_488_t1p0,d_488,train,drowsy,1.0,25,720,1280,260,320,477,646,217,326,0.6656441717791411,217,326,1.5023041474654377,0,0,0,0,0.0,False,1.0,205,320,531,646,326,0,0,0,0,0.0,False,0.6656441717791411,0.6656441717791411,1.0,172,287,564,679,392,0,0,0,0,0.0,False,0.46036807580174927,0.5535714285714286,0.8316326530612245,140,254,597,711,457,0,0,0,0,0.0,False,0.33872319235428466,0.474835886214442,0.7133479212253829
train_n_278_t1p0,n_278,train,not_drowsy,1.0,30,720,1280,280,600,466,848,186,248,0.75,186,248,1.3333333333333333,0,0,0,0,0.0,False,1.0,249,600,497,848,248,0,0,0,0,0.0,False,0.75,0.75,1.0,224,575,522,873,298,0,0,0,0,0.0,False,0.5194360614386739,0.6241610738255033,0.8322147651006712,199,550,547,898,348,0,0,0,0,0.0,False,0.3808957590170432,0.5344827586206896,0.7126436781609196
val_d_682_t1p0,d_682,val,drowsy,1.0,30,720,1280,311,444,501,730,190,286,0.6643356643356644,190,286,1.5052631578947369,0,0,0,0,0.0,False,1.0,263,444,549,730,286,0,0,0,0,0.0,False,0.6643356643356644,0.6643356643356644,1.0,234,415,578,759,344,0,0,0,0,0.0,False,0.45920091941590047,0.5523255813953488,0.8313953488372093,205,386,606,787,401,0,0,0,0,0.0,False,0.3379332218083221,0.47381546134663344,0.713216957605985
val_n_378_t1p0,n_378,val,not_drowsy,1.0,30,720,1280,239,312,511,691,272,379,0.7176781002638523,272,379,1.3933823529411764,0,0,0,0,0.0,False,1.0,185,312,564,691,379,0,0,0,0,0.0,False,0.7176781002638523,0.7176781002638523,1.0,147,274,602,729,455,0,0,0,0,0.0,False,0.49794952300446804,0.5978021978021978,0.832967032967033,109,236,640,767,531,0,0,0,0,0.0,False,0.36561084689017276,0.512241054613936,0.7137476459510358
train_d_75_t5p0,d_75,train,drowsy,5.0,150,720,1280,163,226,447,658,284,432,0.6574074074074074,284,432,1.5211267605633803,0,0,0,0,0.0,False,1.0,89,226,521,658,432,0,0,0,0,0.0,False,0.6574074074074074,0.6574074074074074,1.0,45,182,564,701,519,0,0,0,0,0.0,False,0.45547796451602124,0.5472061657032755,0.8323699421965318,2,139,607,744,605,0,0,0,0,0.0,False,0.3351902192473192,0.46942148760330576,0.7140495867768595
train_n_889_t5p0,n_889,train,not_drowsy,5.0,150,720,1280,243,313,476,662,233,349,0.667621776504298,233,349,1.497854077253219,0,0,0,0,0.0,False,1.0,185,313,534,662,349,0,0,0,0,0.0,False,0.667621776504298,0.667621776504298,1.0,150,278,569,697,419,0,0,0,0,0.0,False,0.4631837367068996,0.5560859188544153,0.8329355608591885,115,243,604,732,489,0,0,0,0,0.0,False,0.3400663262532358,0.47648261758691207,0.7137014314928425
val_n_196_t5p0,n_196,val,not_drowsy,5.0,125,720,1280,215,617,373,841,158,224,0.7053571428571429,158,224,1.4177215189873418,0,0,0,0,0.0,False,1.0,182,617,406,841,224,0,0,0,0,0.0,False,0.7053571428571429,0.7053571428571429,1.0,159,594,428,863,269,0,0,0,0,0.0,False,0.4891032462237946,0.587360594795539,0.8327137546468402,137,572,451,886,314,0,0,0,0,0.0,False,0.3589597955292304,0.5031847133757962,0.7133757961783439
train_d_75_t7p0,d_75,train,drowsy,7.0,210,720,1280,111,201,406,651,295,450,0.6555555555555556,295,450,1.5254237288135593,0,0,0,0,0.0,False,1.0,33,201,483,651,450,0,0,0,0,0.0,False,0.6555555555555556,0.6555555555555556,1.0,-12,156,528,696,540,12,0,0,0,0.022222222222222254,True,0.45524691358024694,0.5462962962962963,0.8333333333333334,-57,111,573,741,630,57,0,0,0,0.09047619047619049,True,0.3344671201814059,0.46825396825396826,0.7142857142857143
train_n_889_t7p0,n_889,train,not_drowsy,7.0,210,720,1280,237,302,477,639,240,337,0.712166172106825,240,337,1.4041666666666666,0,0,0,0,0.0,False,1.0,188,302,525,639,337,0,0,0,0,0.0,False,0.712166172106825,0.712166172106825,1.0,154,268,559,673,405,0,0,0,0,0.0,False,0.493095564700503,0.5925925925925926,0.8320987654320988,121,234,593,706,472,0,0,0,0,0.0,False,0.36304222924447,0.5084745762711864,0.7139830508474576
val_d_430_t7p0,d_430,val,drowsy,7.0,210,720,1280,229,385,474,705,245,320,0.765625,245,320,1.3061224489795917,0,0,0,0,0.0,False,1.0,191,385,511,705,320,0,0,0,0,0.0,False,0.765625,0.765625,1.0,159,353,543,737,384,0,0,0,0,0.0,False,0.5316840277777778,0.6380208333333334,0.8333333333333334,127,321,575,769,448,0,0,0,0,0.0,False,0.390625,0.546875,0.7142857142857143
val_n_196_t7p0,n_196,val,not_drowsy,7.0,175,720,1280,208,625,368,846,160,221,0.7239819004524887,160,221,1.38125,0,0,0,0,0.0,False,1.0,177,625,398,846,221,0,0,0,0,0.0,False,0.7239819004524887,0.7239819004524887,1.0,155,602,421,868,266,0,0,0,0,0.0,False,0.49974560461303635,0.6015037593984962,0.8308270676691729,133,580,443,890,310,0,0,0,0,0.0,False,0.36795005202913633,0.5161290322580645,0.7129032258064516
train_d_75_t9p0,d_75,train,drowsy,9.0,270,720,1280,99,206,410,673,311,467,0.6659528907922913,311,467,1.5016077170418007,0,0,0,0,0.0,False,1.0,21,206,488,673,467,0,0,0,0,0.0,False,0.6659528907922913,0.6659528907922913,1.0,-26,159,535,720,561,26,0,0,0,0.04634581105169344,True,0.4614785794402026,0.5543672014260249,0.8324420677361853,-73,112,581,766,654,73,0,0,0,0.1116207951070336,True,0.3395641032834872,0.47553516819571867,0.7140672782874617
train_n_889_t9p0,n_889,train,not_drowsy,9.0,270,720,1280,252,304,487,633,235,329,0.7142857142857143,235,329,1.4,0,0,0,0,0.0,False,1.0,205,304,534,633,329,0,0,0,0,0.0,False,0.7142857142857143,0.7142857142857143,1.0,172,271,567,666,395,0,0,0,0,0.0,False,0.49552956257010095,0.5949367088607594,0.8329113924050633,139,238,600,699,461,0,0,0,0,0.0,False,0.3637993421826549,0.5097613882863341,0.7136659436008677
val_d_430_t9p0,d_430,val,drowsy,9.0,270,720,1280,212,379,454,703,242,324,0.7469135802469136,242,324,1.3388429752066116,0,0,0,0,0.0,False,1.0,171,379,495,703,324,0,0,0,0,0.0,False,0.7469135802469136,0.7469135802469136,1.0,138,346,527,735,389,0,0,0,0,0.0,False,0.518156766080055,0.622107969151671,0.8329048843187661,106,314,560,768,454,0,0,0,0,0.0,False,0.38040714937219816,0.5330396475770925,0.7136563876651982
val_n_196_t9p0,n_196,val,not_drowsy,9.0,225,720,1280,196,630,356,853,160,223,0.7174887892376681,160,223,1.39375,0,0,0,0,0.0,False,1.0,164,630,387,853,223,0,0,0,0,0.0,False,0.7174887892376681,0.7174887892376681,1.0,142,607,410,875,268,0,0,0,0,0.0,False,0.4967698819336155,0.5970149253731343,0.832089552238806,119,585,432,898,313,0,0,0,0,0.0,False,0.3641968377752146,0.5111821086261981,0.7124600638977636
train_d_75_t1p0,d_75,train,drowsy,1.0,30,720,1280,83,210,382,641,299,431,0.6937354988399071,299,431,1.4414715719063544,0,0,0,0,0.0,False,1.0,17,210,448,641,431,0,0,0,0,0.0,False,0.6937354988399071,0.6937354988399071,1.0,-27,166,491,684,518,27,0,0,0,0.05212355212355213,True,0.4802738480344658,0.5772200772200772,0.832046332046332,-70,123,534,727,604,70,0,0,0,0.11589403973509937,True,0.35324382702513046,0.49503311258278143,0.7135761589403974
train_n_889_t1p0,n_889,train,not_drowsy,1.0,30,720,1280,250,327,485,664,235,337,0.6973293768545994,235,337,1.4340425531914893,0,0,0,0,0.0,False,1.0,199,327,536,664,337,0,0,0,0,0.0,False,0.6973293768545994,0.6973293768545994,1.0,165,293,570,698,405,0,0,0,0,0.0,False,0.48282274043590917,0.5802469135802469,0.8320987654320988,131,259,603,731,472,0,0,0,0,0.0,False,0.3554788494685435,0.4978813559322034,0.7139830508474576
val_d_430_t1p0,d_430,val,drowsy,1.0,30,720,1280,257,384,505,689,248,305,0.8131147540983606,248,305,1.2298387096774193,0,0,0,0,0.0,False,1.0,228,384,533,689,305,0,0,0,0,0.0,False,0.8131147540983606,0.8131147540983606,1.0,198,353,564,719,366,0,0,0,0,0.0,False,0.5646630236794171,0.6775956284153005,0.8333333333333334,167,323,594,750,427,0,0,0,0,0.0,False,0.41485446637671464,0.5807962529274004,0.7142857142857143
val_n_196_t1p0,n_196,val,not_drowsy,1.0,25,720,1280,219,623,374,844,155,221,0.7013574660633484,155,221,1.4258064516129032,0,0,0,0,0.0,False,1.0,186,623,407,844,221,0,0,0,0,0.0,False,0.7013574660633484,0.7013574660633484,1.0,163,600,429,866,266,0,0,0,0,0.0,False,0.484128554468879,0.5827067669172933,0.8308270676691729,141,578,451,888,310,0,0,0,0,0.0,False,0.3564516129032258,0.5,0.7129032258064516
train_d_75_t3p0,d_75,train,drowsy,3.0,90,720,1280,223,274,487,654,264,380,0.6947368421052632,264,380,1.4393939393939394,0,0,0,0,0.0,False,1.0,165,274,545,654,380,0,0,0,0,0.0,False,0.6947368421052632,0.6947368421052632,1.0,127,236,583,692,456,0,0,0,0,0.0,False,0.4824561403508772,0.5789473684210527,0.8333333333333334,89,198,621,730,532,0,0,0,0,0.0,False,0.3544575725026853,0.49624060150375937,0.7142857142857143
train_n_889_t3p0,n_889,train,not_drowsy,3.0,90,720,1280,240,328,474,670,234,342,0.6842105263157895,234,342,1.4615384615384615,0,0,0,0,0.0,False,1.0,186,328,528,670,342,0,0,0,0,0.0,False,0.6842105263157895,0.6842105263157895,1.0,151,293,562,704,411,0,0,0,0,0.0,False,0.47375992327774524,0.5693430656934306,0.8321167883211679,117,259,596,738,479,0,0,0,0,0.0,False,0.3487955509259461,0.48851774530271397,0.7139874739039666
val_d_430_t3p0,d_430,val,drowsy,3.0,90,720,1280,233,367,487,676,254,309,0.8220064724919094,254,309,1.2165354330708662,0,0,0,0,0.0,False,1.0,205,367,514,676,309,0,0,0,0,0.0,False,0.8220064724919094,0.8220064724919094,1.0,174,336,545,707,371,0,0,0,0,0.0,False,0.5702225354363889,0.6846361185983828,0.8328840970350404,143,305,576,738,433,0,0,0,0,0.0,False,0.4186165588381185,0.5866050808314087,0.7136258660508084
val_n_196_t3p0,n_196,val,not_drowsy,3.0,75,720,1280,200,623,356,839,156,216,0.7222222222222222,156,216,1.3846153846153846,0,0,0,0,0.0,False,1.0,170,623,386,839,216,0,0,0,0,0.0,False,0.7222222222222222,0.7222222222222222,1.0,148,601,408,861,260,0,0,0,0,0.0,False,0.49846153846153846,0.6,0.8307692307692308,126,579,429,882,303,0,0,0,0,0.0,False,0.3670228408979512,0.5148514851485149,0.7128712871287128
