video_id,split,label,behavior_valid_count,behavior_missing_count,longest_missing_run,behavior_exclusion_reason,context_eligible,canonical_policy_hash,sequence_missing_policy_hash
n_8,val,not_drowsy,91,9,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_804,train,not_drowsy,93,7,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_805,train,not_drowsy,86,14,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_811,train,not_drowsy,91,9,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_812,train,not_drowsy,84,16,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_814,train,not_drowsy,90,10,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_82,val,not_drowsy,40,60,59,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_834,train,not_drowsy,83,17,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_837,train,not_drowsy,90,10,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_841,val,not_drowsy,84,16,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_842,train,not_drowsy,33,67,26,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_843,train,not_drowsy,69,31,20,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_846,train,not_drowsy,90,10,3,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_850,train,not_drowsy,79,21,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_855,train,not_drowsy,92,8,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_857,train,not_drowsy,57,43,17,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_861,train,not_drowsy,79,21,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_862,train,not_drowsy,84,16,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_863,train,not_drowsy,90,10,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_864,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_865,val,not_drowsy,82,18,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_871,train,not_drowsy,86,14,14,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_934,train,not_drowsy,90,10,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_957,train,not_drowsy,89,11,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_995,train,not_drowsy,81,19,14,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_996,val,not_drowsy,86,14,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_997,val,not_drowsy,88,12,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_998,train,not_drowsy,81,19,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_999,train,not_drowsy,84,16,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
