sample_id,video_id,split,label,timestamp_sec,source_frame_index,source_fps,hog_success,hog_detection_count,hog_ms,yunet_attempted,yunet_success,yunet_detection_count,yunet_confidence,yunet_ms,detector_source,bbox_x1,bbox_y1,bbox_x2,bbox_y2,face_valid,landmark_success,landmark_valid,landmark_ms,ear_left,ear_right,ear_mean,ear_valid,mar,mar_valid,pitch,yaw,roll,head_pose_valid,head_pose_ms,ear_mar_ms,geometry_valid,suspicious_flag,suspicious_reason,failure_reason,total_ms
val_n_378_t3p0,n_378,val,not_drowsy,3.0,90,30.0,True,1,357.8951999952551,False,False,0,,0.0,HOG,205,348,527,670,True,True,True,3.1495000002905726,0.33359068508776996,0.37428091976021394,0.3539358024239919,True,0.029393463056351838,True,-173.36191013392835,-18.79383422975337,-4.46264304599743,True,0.6812000065110624,0.1044000091496855,True,True,SUSPICIOUS_LARGE_POSE,,463.8282999803778
train_d_488_t5p0,d_488,train,drowsy,5.0,125,25.0,True,1,357.5446000031661,False,False,0,,0.0,HOG,266,365,490,589,True,True,True,3.128600015770644,0.28638012267026053,0.3359013298036044,0.31114072623693245,True,0.09898602175343406,True,-170.22716540775613,-30.13036794893212,-12.177985294900346,True,0.5468000017572194,0.1078000059351325,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,533.9222000038717
train_n_278_t5p0,n_278,train,not_drowsy,5.0,150,29.95,True,1,380.0178000237793,False,False,0,,0.0,HOG,216,613,440,837,True,True,True,3.3404999994672835,0.44776673559449515,0.3898125115022387,0.4187896235483669,True,0.09307574034657366,True,173.8425725409577,43.120536114601684,-3.334330737123781,True,0.5085000011604279,0.11520000407472253,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,568.2462999830022
val_d_682_t5p0,d_682,val,drowsy,5.0,150,29.97,True,1,357.8503000026103,False,False,0,,0.0,HOG,291,489,514,713,True,True,True,3.168099996400997,0.2055270768301462,0.23281653683320877,0.21917180683167747,True,0.0,True,-179.39775577721207,-29.67836935429875,-0.14497342379953523,True,0.7624000136274844,0.10979999206028879,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_MAR_EXTREME;SUSPICIOUS_LARGE_POSE,,500.02999999560416
val_n_378_t5p0,n_378,val,not_drowsy,5.0,150,30.0,True,1,359.27230000379495,False,False,0,,0.0,HOG,205,348,527,670,True,True,True,3.177900012815371,0.2966101694915254,0.3211663829892909,0.30888827624040816,True,0.0802005886417459,True,-169.02862781736525,-18.98878264362294,-6.622410676429547,True,0.6578000029549003,0.10649999603629112,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,499.83329998212866
train_d_488_t7p0,d_488,train,drowsy,7.0,175,25.0,True,1,367.4083999940194,False,False,0,,0.0,HOG,260,350,528,618,True,True,True,3.336399997351691,0.37704542330009244,0.41319580435127123,0.39512061382568187,True,0.0776994079237072,True,-169.91644940014228,-31.644651015540934,-13.274287464892957,True,0.5824999825563282,0.10810000821948051,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,595.7884999806993
train_n_278_t7p0,n_278,train,not_drowsy,7.0,210,29.95,True,1,358.2470999972429,False,False,0,,0.0,HOG,216,638,440,862,True,True,True,3.097300010267645,0.2606233456578416,0.28664328126081573,0.2736333134593287,True,0.08278116706466515,True,172.80685339003196,37.86445611289025,-4.143192997842282,True,0.48639997839927673,0.10629999451339245,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,573.6822999897413
val_d_682_t7p0,d_682,val,drowsy,7.0,210,29.97,True,1,407.98450002330355,False,False,0,,0.0,HOG,291,489,514,713,True,True,True,3.5282000026199967,0.21419830424157743,0.2345325149100973,0.22436540957583737,True,0.03783971743220832,True,178.6590688931651,-30.472213772978826,1.063777030776033,True,0.8553999941796064,0.1747000205796212,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,662.2370000113733
val_n_378_t7p0,n_378,val,not_drowsy,7.0,210,30.0,True,1,377.30819999706,False,False,0,,0.0,HOG,205,348,527,670,True,True,True,3.275099996244535,0.33604714692368676,0.349454955082898,0.3427510510032924,True,0.01785587760452093,True,-169.96870309425617,-19.257239291457655,-3.0433971827560677,True,0.690099986968562,0.11220001033507288,True,True,SUSPICIOUS_MAR_EXTREME;SUSPICIOUS_LARGE_POSE,,593.2353000098374
train_d_488_t9p0,d_488,train,drowsy,9.0,225,25.0,True,1,395.4313000140246,False,False,0,,0.0,HOG,266,365,490,589,True,True,True,3.184700006386265,0.3720538207204836,0.42734948595859923,0.39970165333954144,True,0.16305100821190002,True,-169.57084799550896,-29.982565988083433,-12.680171914865968,True,0.5682999908458441,0.1109000004362315,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,676.8587999977171
train_n_278_t9p0,n_278,train,not_drowsy,9.0,270,29.95,True,1,378.29920000513084,False,False,0,,0.0,HOG,266,663,490,886,True,True,True,3.6302999942563474,0.26638449408694254,0.2711013266595983,0.2687429103732704,True,0.06424781124536655,True,170.06920685360458,-7.410432807734253,-5.503431595948849,True,0.8894000202417374,0.11240001185797155,True,True,SUSPICIOUS_LARGE_POSE,,435.31099997926503
val_d_682_t9p0,d_682,val,drowsy,9.0,270,29.97,True,1,368.798199982848,False,False,0,,0.0,HOG,291,464,514,688,True,True,True,3.1833999964874238,0.2586729888969177,0.2762792322870635,0.2674761105919906,True,0.0234375,True,-179.93359403864108,-30.715076125437246,-0.18231218555065434,True,0.7141999958548695,0.11150000500492752,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,423.9684999920428
val_n_378_t9p0,n_378,val,not_drowsy,9.0,270,30.0,True,1,439.65210000169463,False,False,0,,0.0,HOG,205,277,527,599,True,True,True,3.1389000068884343,0.3776009788348586,0.3772913389522725,0.3774461588935656,True,0.11301726581436386,True,175.27426493597724,-4.058049018046486,-0.7285206429959075,True,0.8968999900389463,0.11309998808428645,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,487.20780000439845
train_d_488_t1p0,d_488,train,drowsy,1.0,25,25.0,True,1,419.44060000241734,False,False,0,,0.0,HOG,260,350,528,618,True,True,True,3.2007000118028373,0.2972821838465588,0.3189688440124982,0.30812551392952847,True,0.054800137447897766,True,-170.7710323934542,-30.319274889426875,-11.177901982479394,True,0.5541999998968095,0.12400001287460327,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,505.9721999859903
train_n_278_t1p0,n_278,train,not_drowsy,1.0,30,29.95,True,1,358.09929997776635,False,False,0,,0.0,HOG,266,638,490,862,True,True,True,3.146800008835271,0.34289198373298724,0.3398182899364716,0.3413551368347294,True,0.0945989229245413,True,167.74528202109147,-8.013620765256903,-2.147381813872111,True,0.9253000025637448,0.11380002251826227,True,True,SUSPICIOUS_LARGE_POSE,,418.0323999898974
val_d_682_t1p0,d_682,val,drowsy,1.0,30,29.97,True,1,355.45360000105575,False,False,0,,0.0,HOG,315,489,539,713,True,True,True,3.1684999994467944,0.2520820859460565,0.2511009804759127,0.2515915332109846,True,0.07911263137295782,True,179.724558595971,-30.849424849460416,2.1348758627153885,True,0.6812000065110624,0.10939998901449144,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,409.4008000101894
val_n_378_t1p0,n_378,val,not_drowsy,1.0,30,30.0,True,1,362.24240000592545,False,False,0,,0.0,HOG,241,348,563,670,True,True,True,3.3377000072505325,0.23062702903230203,0.25605956685763626,0.24334329794496914,True,0.03545736346821809,True,-168.2776983028355,-24.579005564859436,-2.218014938825882,True,0.6560999900102615,0.1078000059351325,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,420.1955999888014
train_d_75_t5p0,d_75,train,drowsy,5.0,150,29.97,True,1,362.7066000190098,False,False,0,,0.0,HOG,205,277,527,599,True,True,True,3.183699998771772,0.43649788249492943,0.6704665682927058,0.5534822253938176,True,0.07640224660605721,True,139.16819045984008,-48.44318593067011,-147.13943333352177,True,0.48000001697801054,0.11270001414231956,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,531.5356999926735
train_n_889_t5p0,n_889,train,not_drowsy,5.0,150,30.0,True,1,356.2317999894731,False,False,0,,0.0,HOG,200,379,469,648,True,True,True,3.249300003517419,0.3561673951907237,0.3182585361650514,0.33721296567788756,True,0.013652592788242301,True,-170.47617139755067,32.27874805970286,9.143249015502532,True,0.6607999966945499,0.11989998165518045,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_MAR_EXTREME;SUSPICIOUS_LARGE_POSE,,545.4051999840885
val_d_430_t5p0,d_430,val,drowsy,5.0,150,30.0,True,1,360.38500000722706,False,False,0,,0.0,HOG,98,384,420,706,True,True,True,3.2162999850697815,0.453533238375416,0.3376660176704848,0.3955996280229504,True,0.04040265062329025,True,-167.02645632220222,28.676143064939804,19.660560318634584,True,0.5086000019218773,0.11409999569877982,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,536.9917000061832
val_n_196_t5p0,n_196,val,not_drowsy,5.0,125,25.0,True,1,365.464400005294,False,False,0,,0.0,HOG,218,666,374,822,True,True,True,3.2261000014841557,0.3870967741935484,0.3793103448275862,0.3832035595105673,True,0.03280472168056829,True,161.48549029782302,-25.06356470170449,5.412676724988353,True,0.7130000158213079,0.1379000023007393,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,482.85040000337176
train_d_75_t7p0,d_75,train,drowsy,7.0,210,29.97,True,1,363.30170001019724,False,False,0,,0.0,HOG,134,277,456,599,True,True,True,3.249300003517419,0.3575312793312725,0.49709657020307707,0.4273139247671748,True,0.03717290486758477,True,-170.55008923084765,-45.22743981324713,-9.893951115819592,True,0.6064000190235674,0.11110000195913017,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,579.666300007375
train_n_889_t7p0,n_889,train,not_drowsy,7.0,210,30.0,True,1,355.3929999761749,False,False,0,,0.0,HOG,200,320,469,588,True,True,True,3.208600013749674,0.2207608662591485,0.20476677645449048,0.21276382135681948,True,0.19029336157896443,True,-169.52504840267724,38.01625148373409,15.093960320191092,True,0.6524999917019159,0.11149997590109706,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,592.7484999992885
val_d_430_t7p0,d_430,val,drowsy,7.0,210,30.0,True,1,356.72310000518337,False,False,0,,0.0,HOG,200,409,469,677,True,True,True,3.1749000190757215,0.349464370338827,0.3044764068904866,0.32697038861465677,True,0.06254442295354418,True,-174.58932434772947,28.64392047771707,6.036811244766177,True,0.5481000116560608,0.11240001185797155,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,576.5425999998115
val_n_196_t7p0,n_196,val,not_drowsy,7.0,175,25.0,True,1,359.1452999971807,False,False,0,,0.0,HOG,201,655,387,842,True,True,True,3.127499978290871,0.4,0.39726887204814304,0.39863443602407156,True,0.03675068954258106,True,160.26361128298603,-26.848262562125782,5.123903315405425,True,0.6942999898456037,0.10629999451339245,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,502.7271999861114
train_d_75_t9p0,d_75,train,drowsy,9.0,270,29.97,True,1,357.46670002117753,False,False,0,,0.0,HOG,134,277,456,599,True,True,True,3.4072000125888735,0.37727535513393434,0.49573151056300985,0.4365034328484721,True,0.0,True,-171.41567093606636,-44.36000602445285,-5.818290086283239,True,0.6464000034611672,0.11110000195913017,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_MAR_EXTREME;SUSPICIOUS_LARGE_POSE,,415.6397000188008
train_n_889_t9p0,n_889,train,not_drowsy,9.0,270,30.0,False,0,359.2769000097178,True,True,1,0.941697359085083,37.559600023087114,YUNET_FALLBACK,252,304,487,633,True,True,True,3.17360000917688,0.3330088094474602,0.3083092476141751,0.3206590285308176,True,0.06866141933156814,True,-166.89401662316308,40.98851565889286,18.60612687810041,True,0.6392000068444759,0.10820000898092985,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,461.6597999993246
val_d_430_t9p0,d_430,val,drowsy,9.0,270,30.0,True,1,357.15870000422,False,False,0,,0.0,HOG,171,409,439,677,True,True,True,3.209299989975989,0.3825287694169497,0.330418910804228,0.35647384011058886,True,0.08659361161155472,True,-174.82873110710256,36.101110043576554,1.728723395575066,True,0.6163000070955604,0.10870001278817654,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,421.3164999964647
val_n_196_t9p0,n_196,val,not_drowsy,9.0,225,25.0,True,1,354.7660000040196,False,False,0,,0.0,HOG,180,655,367,842,True,True,True,3.1842000025790185,0.35410252898880773,0.41047849709524126,0.3822905130420245,True,0.043635908311847896,True,163.85955857423386,-21.69757483056184,0.42969183898696284,True,0.7311999797821045,0.11339999036863446,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,532.2467999940272
train_d_75_t1p0,d_75,train,drowsy,1.0,30,29.97,True,1,380.31690000207163,False,False,0,,0.0,HOG,76,247,462,633,True,True,True,3.35879999329336,0.4091618142465976,0.4901806513712709,0.4496712328089343,True,0.060158878841454114,True,-170.3787843147931,-39.63449909550245,-18.002118134849656,True,0.665100000333041,0.11170000652782619,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,446.8440000200644
train_n_889_t1p0,n_889,train,not_drowsy,1.0,30,30.0,True,1,359.0302999946289,False,False,0,,0.0,HOG,200,379,469,648,True,True,True,3.153900004690513,0.41637338985627326,0.37481849300444114,0.3955959414303572,True,0.03756506884416279,True,-170.9782646324651,35.88940528269682,14.058632662500292,True,0.5904999852646142,0.1109000004362315,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,433.19540002266876
val_d_430_t1p0,d_430,val,drowsy,1.0,30,30.0,True,2,357.3407999938354,False,False,0,,0.0,HOG,230,409,499,677,True,True,True,3.2380000047851354,0.3652486091988034,0.3407853524510546,0.35301698082492905,True,0.06682081601152969,True,-177.11368682900047,21.55533533240242,13.450439424804777,True,0.6833999941591173,0.11029999586753547,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,427.1281000110321
val_n_196_t1p0,n_196,val,not_drowsy,1.0,25,25.0,True,1,356.86649999115616,False,False,0,,0.0,HOG,221,655,408,842,True,True,True,3.400699992198497,0.3877676544966499,0.41045260089274355,0.3991101276946967,True,0.06571619315074853,True,161.1370854049439,-31.18844159690798,6.587973702628854,True,0.5780000064987689,0.10770000517368317,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,404.2448000109289
train_d_75_t3p0,d_75,train,drowsy,3.0,90,29.97,True,1,366.42309997114353,False,False,0,,0.0,HOG,241,313,563,635,True,True,True,3.1380000000353903,0.2894129369676132,0.43436676822183523,0.3618898525947242,True,0.10181283641337463,True,-174.48916772875504,-46.42391148461689,2.8848586076803393,True,0.5182999884709716,0.10579999070614576,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,505.7245000207331
train_n_889_t3p0,n_889,train,not_drowsy,3.0,90,30.0,True,1,474.4788000243716,False,False,0,,0.0,HOG,200,379,469,648,True,True,True,3.469100018264726,0.3701352015777479,0.3295640064670237,0.3498496040223858,True,0.03296027467093167,True,-169.5411726827029,32.74274121476037,10.338990401636185,True,0.6893999816384166,0.11309998808428645,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,610.035500023514
val_d_430_t3p0,d_430,val,drowsy,3.0,90,30.0,True,1,427.85219999495894,False,False,0,,0.0,HOG,200,379,469,648,True,True,True,3.1450999958906323,0.26550662379445794,0.2270790609944201,0.24629284239443902,True,0.099753146426468,True,175.39902616632622,22.859801171479607,7.795293439372146,True,0.7286999898497015,0.11419999646022916,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,577.3768999788444
val_n_196_t3p0,n_196,val,not_drowsy,3.0,75,25.0,True,1,366.8857000011485,False,False,0,,0.0,HOG,201,666,357,822,True,True,True,3.188700007740408,0.38823659117560094,0.41047849709524126,0.3993575441354211,True,0.03735450863618114,True,162.60159361482434,-28.835978696441426,2.03136238785462,True,0.6725999992340803,0.11709998943842947,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,444.2070000222884
