video_id,split,label,context_eligible_frozen,behavior_eligible_frozen,context_bundle_exists,behavior_bundle_exists,context_sequence_rows,behavior_sequence_rows,context_status,behavior_status,cross_branch_status,canonical_policy_hash,sequence_missing_policy_hash
d_900,train,drowsy,True,False,True,False,32,0,COMPLETE,EXCLUDED,CONTEXT_ONLY,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_901,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_902,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_903,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_904,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_905,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_906,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_907,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_909,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_910,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_912,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_913,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_914,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_916,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_917,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_918,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_919,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_92,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_920,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_921,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_922,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_923,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_924,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_925,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_926,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_927,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_928,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_93,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_930,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_931,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_932,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_934,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_935,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_936,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_938,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_939,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_94,train,drowsy,True,False,True,False,32,0,COMPLETE,EXCLUDED,CONTEXT_ONLY,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_941,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_942,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_943,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_944,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_945,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_946,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_947,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_948,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_949,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_95,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_950,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_951,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_952,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_954,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_955,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_956,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_957,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_958,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_959,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_96,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_960,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_961,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_962,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_963,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_964,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_965,val,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_967,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_968,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_97,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_970,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_971,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_972,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_973,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_974,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_975,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_98,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
d_99,train,drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_10,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_100,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1001,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1002,val,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1003,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1005,val,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1006,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1007,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1008,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1009,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_101,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1010,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1012,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1013,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1016,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1018,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1019,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_102,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1020,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1022,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1023,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1024,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1025,val,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1028,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1029,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_103,val,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1030,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1032,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1033,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1034,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1035,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1036,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1037,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1038,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_1039,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_104,train,not_drowsy,True,True,True,True,32,100,COMPLETE,COMPLETE,BOTH,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
